name,commodity,date,value
New Caledonia,"Meat, fish and seafood food preparations nes",2006-01-01,360
New Caledonia,"Meat, fish and seafood food preparations nes",2007-01-01,457
New Caledonia,"Meat, fish and seafood food preparations nes",2008-01-01,514
New Caledonia,"Meat, fish and seafood food preparations nes",2009-01-01,553
New Caledonia,"Meat, fish and seafood food preparations nes",2010-01-01,475
New Caledonia,"Meat, fish and seafood food preparations nes",2011-01-01,540
New Caledonia,"Meat, fish and seafood food preparations nes",2012-01-01,466
New Caledonia,"Meat, fish and seafood food preparations nes",2013-01-01,463
New Caledonia,"Meat, fish and seafood food preparations nes",2014-01-01,410
New Caledonia,"Meat, fish and seafood food preparations nes",2015-01-01,399
New Caledonia,"Meat, fish and seafood food preparations nes",2016-01-01,417
New Caledonia,"Meat, fish and seafood food preparations nes",2017-01-01,366
New Caledonia,"Meat, fish and seafood food preparations nes",2018-01-01,393
New Caledonia,"Cereal, flour, starch, milk preparations and products",1995-01-01,1778
New Caledonia,"Cereal, flour, starch, milk preparations and products",1996-01-01,1790
New Caledonia,"Cereal, flour, starch, milk preparations and products",1997-01-01,2011
New Caledonia,"Cereal, flour, starch, milk preparations and products",1998-01-01,1759
New Caledonia,"Cereal, flour, starch, milk preparations and products",1999-01-01,1985
New Caledonia,"Cereal, flour, starch, milk preparations and products",2000-01-01,1998
New Caledonia,"Cereal, flour, starch, milk preparations and products",2001-01-01,1883
New Caledonia,"Cereal, flour, starch, milk preparations and products",2002-01-01,2218
New Caledonia,"Cereal, flour, starch, milk preparations and products",2003-01-01,2283
New Caledonia,"Cereal, flour, starch, milk preparations and products",2004-01-01,2243
New Caledonia,"Cereal, flour, starch, milk preparations and products",2005-01-01,1804
New Caledonia,"Cereal, flour, starch, milk preparations and products",2006-01-01,1835
New Caledonia,"Cereal, flour, starch, milk preparations and products",2007-01-01,1978
New Caledonia,"Cereal, flour, starch, milk preparations and products",2008-01-01,1972
New Caledonia,"Cereal, flour, starch, milk preparations and products",2009-01-01,2019
New Caledonia,"Cereal, flour, starch, milk preparations and products",2010-01-01,1976
New Caledonia,"Cereal, flour, starch, milk preparations and products",2011-01-01,2069
New Caledonia,"Cereal, flour, starch, milk preparations and products",2012-01-01,1616
New Caledonia,"Cereal, flour, starch, milk preparations and products",2013-01-01,1525
New Caledonia,"Cereal, flour, starch, milk preparations and products",2014-01-01,1758
New Caledonia,"Cereal, flour, starch, milk preparations and products",2015-01-01,1665
New Caledonia,"Cereal, flour, starch, milk preparations and products",2016-01-01,1583
New Caledonia,"Cereal, flour, starch, milk preparations and products",2017-01-01,1584
New Caledonia,"Cereal, flour, starch, milk preparations and products",2018-01-01,1799
Wallis and Futuna Islands,Cocoa and cocoa preparations,1995-01-01,0
Wallis and Futuna Islands,Cocoa and cocoa preparations,1996-01-01,0
Wallis and Futuna Islands,Cocoa and cocoa preparations,1998-01-01,2
Wallis and Futuna Islands,Cocoa and cocoa preparations,1999-01-01,1
Wallis and Futuna Islands,Cocoa and cocoa preparations,2000-01-01,8
Wallis and Futuna Islands,Cocoa and cocoa preparations,2001-01-01,7
Wallis and Futuna Islands,Cocoa and cocoa preparations,2002-01-01,6
Wallis and Futuna Islands,Cocoa and cocoa preparations,2003-01-01,11
Wallis and Futuna Islands,Cocoa and cocoa preparations,2004-01-01,9
Wallis and Futuna Islands,Cocoa and cocoa preparations,2005-01-01,2
Wallis and Futuna Islands,Cocoa and cocoa preparations,2006-01-01,3
Wallis and Futuna Islands,Cocoa and cocoa preparations,2007-01-01,4
Wallis and Futuna Islands,Cocoa and cocoa preparations,2008-01-01,4
Wallis and Futuna Islands,Cocoa and cocoa preparations,2009-01-01,2
Wallis and Futuna Islands,Cocoa and cocoa preparations,2010-01-01,2
Wallis and Futuna Islands,Cocoa and cocoa preparations,2011-01-01,3
Wallis and Futuna Islands,Cocoa and cocoa preparations,2012-01-01,1
Wallis and Futuna Islands,Cocoa and cocoa preparations,2013-01-01,0
Wallis and Futuna Islands,Cocoa and cocoa preparations,2014-01-01,0
Wallis and Futuna Islands,Cocoa and cocoa preparations,2016-01-01,1
Wallis and Futuna Islands,Cocoa and cocoa preparations,2017-01-01,1
Wallis and Futuna Islands,Cocoa and cocoa preparations,2018-01-01,1
Vanuatu,Meat and edible meat offal,1995-01-01,469
Vanuatu,Meat and edible meat offal,1996-01-01,454
Vanuatu,Meat and edible meat offal,1997-01-01,452
Vanuatu,Meat and edible meat offal,1998-01-01,608
Vanuatu,Meat and edible meat offal,1999-01-01,720
Vanuatu,Meat and edible meat offal,2000-01-01,812
Vanuatu,Meat and edible meat offal,2001-01-01,824
Vanuatu,Meat and edible meat offal,2002-01-01,870
Vanuatu,Meat and edible meat offal,2003-01-01,822
Vanuatu,Meat and edible meat offal,2004-01-01,794
Vanuatu,Meat and edible meat offal,2005-01-01,782
Vanuatu,Meat and edible meat offal,2006-01-01,993
Vanuatu,Meat and edible meat offal,2007-01-01,879
Vanuatu,Meat and edible meat offal,2008-01-01,1291
Vanuatu,Meat and edible meat offal,2009-01-01,1224
Vanuatu,Meat and edible meat offal,2010-01-01,1961
Vanuatu,Meat and edible meat offal,2011-01-01,2064
Vanuatu,Meat and edible meat offal,2012-01-01,1982
Vanuatu,Meat and edible meat offal,2013-01-01,1863
Vanuatu,Meat and edible meat offal,2014-01-01,1741
Vanuatu,Meat and edible meat offal,2015-01-01,2173
Vanuatu,Meat and edible meat offal,2016-01-01,2724
Vanuatu,Meat and edible meat offal,2017-01-01,3308
Vanuatu,Meat and edible meat offal,2018-01-01,5248
Nauru,Cereals,1995-01-01,12
Nauru,Cereals,1996-01-01,4
Nauru,Cereals,1999-01-01,24
Nauru,Cereals,2002-01-01,4
Nauru,Cereals,2003-01-01,5
Nauru,Cereals,2004-01-01,9
Nauru,Cereals,2005-01-01,21
Nauru,Cereals,2012-01-01,1
Nauru,Cereals,2014-01-01,1
Nauru,Cereals,2016-01-01,0
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1995-01-01,51
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1996-01-01,34
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1997-01-01,39
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1998-01-01,118
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1999-01-01,71
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2000-01-01,27
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2001-01-01,28
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2002-01-01,59
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2003-01-01,77
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2004-01-01,126
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2005-01-01,278
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2006-01-01,184
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2007-01-01,199
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2008-01-01,166
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2009-01-01,142
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2010-01-01,114
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2011-01-01,127
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2012-01-01,136
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2013-01-01,114
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2014-01-01,134
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2015-01-01,157
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2016-01-01,181
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2017-01-01,213
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2018-01-01,193
Niue,Tobacco and manufactured tobacco substitutes,1995-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,1996-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,1997-01-01,1
Niue,Tobacco and manufactured tobacco substitutes,1998-01-01,2
Niue,Tobacco and manufactured tobacco substitutes,1999-01-01,2
Niue,Tobacco and manufactured tobacco substitutes,2000-01-01,2
Niue,Tobacco and manufactured tobacco substitutes,2001-01-01,2
Niue,Tobacco and manufactured tobacco substitutes,2002-01-01,2
Niue,Tobacco and manufactured tobacco substitutes,2003-01-01,3
Niue,Tobacco and manufactured tobacco substitutes,2004-01-01,2
Niue,Tobacco and manufactured tobacco substitutes,2005-01-01,3
Niue,Tobacco and manufactured tobacco substitutes,2006-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2007-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2008-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2009-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2010-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2011-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2012-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2013-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2014-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2015-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2016-01-01,0
Niue,Tobacco and manufactured tobacco substitutes,2018-01-01,0
French Polynesia,Miscellaneous edible preparations,1995-01-01,349
French Polynesia,Miscellaneous edible preparations,1996-01-01,441
French Polynesia,Miscellaneous edible preparations,1997-01-01,464
French Polynesia,Miscellaneous edible preparations,1998-01-01,423
French Polynesia,Miscellaneous edible preparations,1999-01-01,373
French Polynesia,Miscellaneous edible preparations,2000-01-01,381
French Polynesia,Miscellaneous edible preparations,2001-01-01,556
French Polynesia,Miscellaneous edible preparations,2002-01-01,549
French Polynesia,Miscellaneous edible preparations,2003-01-01,628
French Polynesia,Miscellaneous edible preparations,2004-01-01,662
French Polynesia,Miscellaneous edible preparations,2005-01-01,596
French Polynesia,Miscellaneous edible preparations,2006-01-01,772
French Polynesia,Miscellaneous edible preparations,2007-01-01,816
French Polynesia,Miscellaneous edible preparations,2008-01-01,690
French Polynesia,Miscellaneous edible preparations,2009-01-01,731
French Polynesia,Miscellaneous edible preparations,2010-01-01,549
French Polynesia,Miscellaneous edible preparations,2011-01-01,637
French Polynesia,Miscellaneous edible preparations,2012-01-01,566
French Polynesia,Miscellaneous edible preparations,2013-01-01,428
French Polynesia,Miscellaneous edible preparations,2014-01-01,485
French Polynesia,Miscellaneous edible preparations,2015-01-01,578
French Polynesia,Miscellaneous edible preparations,2016-01-01,511
French Polynesia,Miscellaneous edible preparations,2017-01-01,260
French Polynesia,Miscellaneous edible preparations,2018-01-01,422
Federated State of Micronesia,"Coffee, tea, mate and spices",1995-01-01,11
Federated State of Micronesia,"Coffee, tea, mate and spices",1996-01-01,3
Federated State of Micronesia,"Coffee, tea, mate and spices",1997-01-01,6
Federated State of Micronesia,"Coffee, tea, mate and spices",1998-01-01,3
Federated State of Micronesia,"Coffee, tea, mate and spices",1999-01-01,1
Federated State of Micronesia,"Coffee, tea, mate and spices",2000-01-01,9
Federated State of Micronesia,"Coffee, tea, mate and spices",2001-01-01,6
Federated State of Micronesia,"Coffee, tea, mate and spices",2002-01-01,1
Federated State of Micronesia,"Coffee, tea, mate and spices",2003-01-01,3
Federated State of Micronesia,"Coffee, tea, mate and spices",2004-01-01,4
Federated State of Micronesia,"Coffee, tea, mate and spices",2005-01-01,0
Federated State of Micronesia,"Coffee, tea, mate and spices",2006-01-01,0
Federated State of Micronesia,"Coffee, tea, mate and spices",2007-01-01,1
Federated State of Micronesia,"Coffee, tea, mate and spices",2008-01-01,0
Federated State of Micronesia,"Coffee, tea, mate and spices",2009-01-01,0
Federated State of Micronesia,"Coffee, tea, mate and spices",2012-01-01,0
Federated State of Micronesia,"Coffee, tea, mate and spices",2016-01-01,0
Federated State of Micronesia,"Coffee, tea, mate and spices",2017-01-01,0
Federated State of Micronesia,"Coffee, tea, mate and spices",2018-01-01,0
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1995-01-01,76
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1996-01-01,49
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1997-01-01,39
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1998-01-01,86
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",1999-01-01,79
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2000-01-01,91
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2001-01-01,81
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2002-01-01,31
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2003-01-01,57
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2004-01-01,43
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2005-01-01,56
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2006-01-01,56
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2007-01-01,63
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2008-01-01,44
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2009-01-01,188
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2010-01-01,56
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2011-01-01,115
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2012-01-01,120
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2013-01-01,157
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2014-01-01,272
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2015-01-01,173
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2016-01-01,232
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2017-01-01,247
Solomon Islands,"Animal,vegetable fats and oils, cleavage products, et",2018-01-01,430
Tuvalu,"Beverages, spirits and vinegar",1995-01-01,162
Tuvalu,"Beverages, spirits and vinegar",1996-01-01,82
Tuvalu,"Beverages, spirits and vinegar",1997-01-01,88
Tuvalu,"Beverages, spirits and vinegar",1998-01-01,138
Tuvalu,"Beverages, spirits and vinegar",1999-01-01,235
Tuvalu,"Beverages, spirits and vinegar",2000-01-01,255
Tuvalu,"Beverages, spirits and vinegar",2001-01-01,326
Tuvalu,"Beverages, spirits and vinegar",2002-01-01,242
Tuvalu,"Beverages, spirits and vinegar",2003-01-01,168
Tuvalu,"Beverages, spirits and vinegar",2004-01-01,313
Tuvalu,"Beverages, spirits and vinegar",2005-01-01,104
Tuvalu,"Beverages, spirits and vinegar",2006-01-01,148
Tuvalu,"Beverages, spirits and vinegar",2007-01-01,28
Tuvalu,"Beverages, spirits and vinegar",2008-01-01,253
Tuvalu,"Beverages, spirits and vinegar",2009-01-01,53
Tuvalu,"Beverages, spirits and vinegar",2010-01-01,58
Tuvalu,"Beverages, spirits and vinegar",2011-01-01,103
Tuvalu,"Beverages, spirits and vinegar",2012-01-01,143
Tuvalu,"Beverages, spirits and vinegar",2013-01-01,110
Tuvalu,"Beverages, spirits and vinegar",2014-01-01,132
Tuvalu,"Beverages, spirits and vinegar",2015-01-01,106
Tuvalu,"Beverages, spirits and vinegar",2016-01-01,79
Tuvalu,"Beverages, spirits and vinegar",2017-01-01,61
Tuvalu,"Beverages, spirits and vinegar",2018-01-01,39
Tuvalu,Miscellaneous edible preparations,1995-01-01,13
Tuvalu,Miscellaneous edible preparations,1996-01-01,8
Tuvalu,Miscellaneous edible preparations,1997-01-01,16
Tuvalu,Miscellaneous edible preparations,1998-01-01,11
Tuvalu,Miscellaneous edible preparations,1999-01-01,27
Tuvalu,Miscellaneous edible preparations,2000-01-01,76
Tuvalu,Miscellaneous edible preparations,2001-01-01,50
Tuvalu,Miscellaneous edible preparations,2002-01-01,54
Tuvalu,Miscellaneous edible preparations,2003-01-01,63
Tuvalu,Miscellaneous edible preparations,2004-01-01,56
Tuvalu,Miscellaneous edible preparations,2005-01-01,60
Tuvalu,Miscellaneous edible preparations,2006-01-01,41
Tuvalu,Miscellaneous edible preparations,2007-01-01,38
Tuvalu,Miscellaneous edible preparations,2008-01-01,57
Tuvalu,Miscellaneous edible preparations,2009-01-01,23
Tuvalu,Miscellaneous edible preparations,2010-01-01,6
Tuvalu,Miscellaneous edible preparations,2011-01-01,12
Tuvalu,Miscellaneous edible preparations,2012-01-01,42
Tuvalu,Miscellaneous edible preparations,2013-01-01,3
Tuvalu,Miscellaneous edible preparations,2014-01-01,10
Tuvalu,Miscellaneous edible preparations,2015-01-01,1
Tuvalu,Miscellaneous edible preparations,2016-01-01,20
Tuvalu,Miscellaneous edible preparations,2017-01-01,1
Tuvalu,Miscellaneous edible preparations,2018-01-01,2
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1998-01-01,9
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1999-01-01,11
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2001-01-01,18
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2005-01-01,6
Marshall Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2018-01-01,3
Palau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2014-01-01,0
Palau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015-01-01,2
Palau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016-01-01,8
Palau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017-01-01,5
Palau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018-01-01,5
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1995-01-01,145
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1996-01-01,79
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1997-01-01,108
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1998-01-01,135
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1999-01-01,208
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2000-01-01,238
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2001-01-01,211
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002-01-01,231
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2003-01-01,267
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2004-01-01,511
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2005-01-01,576
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2006-01-01,253
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2007-01-01,200
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2008-01-01,144
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2009-01-01,284
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2010-01-01,813
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2011-01-01,1626
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2012-01-01,364
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2013-01-01,221
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2014-01-01,660
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2015-01-01,166
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2016-01-01,2234
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2017-01-01,2754
Fiji,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2018-01-01,749
Marshall Islands,Cocoa and cocoa preparations,1996-01-01,0
Marshall Islands,Cocoa and cocoa preparations,2001-01-01,4
Marshall Islands,Cocoa and cocoa preparations,2002-01-01,0
Marshall Islands,Cocoa and cocoa preparations,2004-01-01,0
Marshall Islands,Cocoa and cocoa preparations,2005-01-01,0
Marshall Islands,Cocoa and cocoa preparations,2018-01-01,0
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",1995-01-01,550
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",1996-01-01,660
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",1997-01-01,737
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",1998-01-01,809
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",1999-01-01,747
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2000-01-01,815
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2001-01-01,662
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2002-01-01,621
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2003-01-01,649
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2004-01-01,700
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2005-01-01,646
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2006-01-01,790
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2007-01-01,1233
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2008-01-01,1102
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2009-01-01,1065
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2010-01-01,1319
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2011-01-01,1454
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2012-01-01,1287
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2013-01-01,1220
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2014-01-01,1360
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2015-01-01,1739
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2016-01-01,1811
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2017-01-01,1839
Vanuatu,"Dairy products, eggs, honey, edible animal product nes",2018-01-01,1867
Fiji,"Meat, fish and seafood food preparations nes",1995-01-01,244
Fiji,"Meat, fish and seafood food preparations nes",1996-01-01,301
Fiji,"Meat, fish and seafood food preparations nes",1997-01-01,208
Fiji,"Meat, fish and seafood food preparations nes",1998-01-01,211
Fiji,"Meat, fish and seafood food preparations nes",1999-01-01,240
Fiji,"Meat, fish and seafood food preparations nes",2000-01-01,244
Fiji,"Meat, fish and seafood food preparations nes",2001-01-01,237
Fiji,"Meat, fish and seafood food preparations nes",2002-01-01,290
Fiji,"Meat, fish and seafood food preparations nes",2003-01-01,320
Fiji,"Meat, fish and seafood food preparations nes",2004-01-01,294
Fiji,"Meat, fish and seafood food preparations nes",2005-01-01,523
Fiji,"Meat, fish and seafood food preparations nes",2006-01-01,646
Fiji,"Meat, fish and seafood food preparations nes",2007-01-01,490
Fiji,"Meat, fish and seafood food preparations nes",2008-01-01,356
Fiji,"Meat, fish and seafood food preparations nes",2009-01-01,469
Fiji,"Meat, fish and seafood food preparations nes",2010-01-01,425
Fiji,"Meat, fish and seafood food preparations nes",2011-01-01,276
Fiji,"Meat, fish and seafood food preparations nes",2012-01-01,375
Fiji,"Meat, fish and seafood food preparations nes",2013-01-01,240
Fiji,"Meat, fish and seafood food preparations nes",2014-01-01,290
Fiji,"Meat, fish and seafood food preparations nes",2015-01-01,380
Fiji,"Meat, fish and seafood food preparations nes",2016-01-01,580
Fiji,"Meat, fish and seafood food preparations nes",2017-01-01,644
Fiji,"Meat, fish and seafood food preparations nes",2018-01-01,751
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",1995-01-01,20
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",1996-01-01,21
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",1997-01-01,23
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",1998-01-01,32
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",1999-01-01,24
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2000-01-01,51
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2001-01-01,24
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2002-01-01,51
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2003-01-01,59
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2004-01-01,46
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2005-01-01,53
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2006-01-01,42
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2007-01-01,45
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2008-01-01,51
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2009-01-01,44
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2010-01-01,42
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2011-01-01,46
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2012-01-01,47
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2013-01-01,44
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2014-01-01,44
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2015-01-01,57
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2016-01-01,41
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2017-01-01,49
Wallis and Futuna Islands,"Animal,vegetable fats and oils, cleavage products, et",2018-01-01,51
Samoa,"Coffee, tea, mate and spices",1995-01-01,41
Samoa,"Coffee, tea, mate and spices",1996-01-01,22
Samoa,"Coffee, tea, mate and spices",1997-01-01,47
Samoa,"Coffee, tea, mate and spices",1998-01-01,31
Samoa,"Coffee, tea, mate and spices",1999-01-01,29
Samoa,"Coffee, tea, mate and spices",2000-01-01,35
Samoa,"Coffee, tea, mate and spices",2001-01-01,34
Samoa,"Coffee, tea, mate and spices",2002-01-01,48
Samoa,"Coffee, tea, mate and spices",2003-01-01,82
Samoa,"Coffee, tea, mate and spices",2004-01-01,54
Samoa,"Coffee, tea, mate and spices",2005-01-01,55
Samoa,"Coffee, tea, mate and spices",2006-01-01,74
Samoa,"Coffee, tea, mate and spices",2007-01-01,77
Samoa,"Coffee, tea, mate and spices",2008-01-01,63
Samoa,"Coffee, tea, mate and spices",2009-01-01,80
Samoa,"Coffee, tea, mate and spices",2010-01-01,60
Samoa,"Coffee, tea, mate and spices",2011-01-01,90
Samoa,"Coffee, tea, mate and spices",2012-01-01,70
Samoa,"Coffee, tea, mate and spices",2013-01-01,74
Samoa,"Coffee, tea, mate and spices",2014-01-01,83
Samoa,"Coffee, tea, mate and spices",2015-01-01,63
Samoa,"Coffee, tea, mate and spices",2016-01-01,70
Samoa,"Coffee, tea, mate and spices",2017-01-01,85
Samoa,"Coffee, tea, mate and spices",2018-01-01,107
Nauru,Tobacco and manufactured tobacco substitutes,1995-01-01,67
Nauru,Tobacco and manufactured tobacco substitutes,1996-01-01,58
Nauru,Tobacco and manufactured tobacco substitutes,1997-01-01,39
Nauru,Tobacco and manufactured tobacco substitutes,1998-01-01,36
Nauru,Tobacco and manufactured tobacco substitutes,1999-01-01,48
Nauru,Tobacco and manufactured tobacco substitutes,2000-01-01,31
Nauru,Tobacco and manufactured tobacco substitutes,2001-01-01,26
Nauru,Tobacco and manufactured tobacco substitutes,2002-01-01,34
Nauru,Tobacco and manufactured tobacco substitutes,2003-01-01,27
Nauru,Tobacco and manufactured tobacco substitutes,2004-01-01,18
Nauru,Tobacco and manufactured tobacco substitutes,2005-01-01,4
