name,commodity,date,value
Kiribati,Edible vegetables and certain roots and tubers,2016-01-01,223
Kiribati,Edible vegetables and certain roots and tubers,2017-01-01,249
Kiribati,Edible vegetables and certain roots and tubers,2018-01-01,234
Tonga,Meat and edible meat offal,1995-01-01,4001
Tonga,Meat and edible meat offal,1996-01-01,3561
Tonga,Meat and edible meat offal,1997-01-01,3662
Tonga,Meat and edible meat offal,1998-01-01,4096
Tonga,Meat and edible meat offal,1999-01-01,2764
Tonga,Meat and edible meat offal,2000-01-01,3593
Tonga,Meat and edible meat offal,2001-01-01,3918
Tonga,Meat and edible meat offal,2002-01-01,4294
Tonga,Meat and edible meat offal,2003-01-01,4237
Tonga,Meat and edible meat offal,2004-01-01,4190
Tonga,Meat and edible meat offal,2005-01-01,4641
Tonga,Meat and edible meat offal,2006-01-01,4325
Tonga,Meat and edible meat offal,2007-01-01,3824
Tonga,Meat and edible meat offal,2008-01-01,4220
Tonga,Meat and edible meat offal,2009-01-01,3591
Tonga,Meat and edible meat offal,2010-01-01,1981
Tonga,Meat and edible meat offal,2011-01-01,1823
Tonga,Meat and edible meat offal,2012-01-01,2218
Tonga,Meat and edible meat offal,2013-01-01,2334
Tonga,Meat and edible meat offal,2014-01-01,2097
Tonga,Meat and edible meat offal,2015-01-01,2360
Tonga,Meat and edible meat offal,2016-01-01,2569
Tonga,Meat and edible meat offal,2017-01-01,3127
Tonga,Meat and edible meat offal,2018-01-01,2297
Niue,"Milling products, malt, starches, inulin, wheat glute",1995-01-01,47
Niue,"Milling products, malt, starches, inulin, wheat glute",1996-01-01,39
Niue,"Milling products, malt, starches, inulin, wheat glute",1997-01-01,20
Niue,"Milling products, malt, starches, inulin, wheat glute",1998-01-01,32
Niue,"Milling products, malt, starches, inulin, wheat glute",1999-01-01,52
Niue,"Milling products, malt, starches, inulin, wheat glute",2000-01-01,57
Niue,"Milling products, malt, starches, inulin, wheat glute",2001-01-01,53
Niue,"Milling products, malt, starches, inulin, wheat glute",2002-01-01,19
Niue,"Milling products, malt, starches, inulin, wheat glute",2003-01-01,18
Niue,"Milling products, malt, starches, inulin, wheat glute",2004-01-01,35
Niue,"Milling products, malt, starches, inulin, wheat glute",2005-01-01,46
Niue,"Milling products, malt, starches, inulin, wheat glute",2006-01-01,58
Niue,"Milling products, malt, starches, inulin, wheat glute",2007-01-01,81
Niue,"Milling products, malt, starches, inulin, wheat glute",2008-01-01,99
Niue,"Milling products, malt, starches, inulin, wheat glute",2009-01-01,79
Niue,"Milling products, malt, starches, inulin, wheat glute",2010-01-01,36
Niue,"Milling products, malt, starches, inulin, wheat glute",2011-01-01,30
Niue,"Milling products, malt, starches, inulin, wheat glute",2012-01-01,26
Niue,"Milling products, malt, starches, inulin, wheat glute",2013-01-01,28
Niue,"Milling products, malt, starches, inulin, wheat glute",2014-01-01,24
Niue,"Milling products, malt, starches, inulin, wheat glute",2015-01-01,28
Niue,"Milling products, malt, starches, inulin, wheat glute",2016-01-01,32
Niue,"Milling products, malt, starches, inulin, wheat glute",2017-01-01,27
Niue,"Milling products, malt, starches, inulin, wheat glute",2018-01-01,22
Tuvalu,"Coffee, tea, mate and spices",1995-01-01,4
Tuvalu,"Coffee, tea, mate and spices",1996-01-01,3
Tuvalu,"Coffee, tea, mate and spices",1997-01-01,4
Tuvalu,"Coffee, tea, mate and spices",1998-01-01,5
Tuvalu,"Coffee, tea, mate and spices",1999-01-01,3
Tuvalu,"Coffee, tea, mate and spices",2000-01-01,6
Tuvalu,"Coffee, tea, mate and spices",2001-01-01,2
Tuvalu,"Coffee, tea, mate and spices",2002-01-01,10
Tuvalu,"Coffee, tea, mate and spices",2003-01-01,7
Tuvalu,"Coffee, tea, mate and spices",2004-01-01,3
Tuvalu,"Coffee, tea, mate and spices",2005-01-01,1
Tuvalu,"Coffee, tea, mate and spices",2006-01-01,5
Tuvalu,"Coffee, tea, mate and spices",2007-01-01,0
Tuvalu,"Coffee, tea, mate and spices",2008-01-01,2
Tuvalu,"Coffee, tea, mate and spices",2009-01-01,1
Tuvalu,"Coffee, tea, mate and spices",2011-01-01,4
Tuvalu,"Coffee, tea, mate and spices",2014-01-01,0
Tuvalu,"Coffee, tea, mate and spices",2018-01-01,0
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",1995-01-01,382
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",1996-01-01,320
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",1997-01-01,335
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",1998-01-01,385
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",1999-01-01,425
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2000-01-01,469
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2001-01-01,570
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2002-01-01,590
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2003-01-01,634
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2004-01-01,693
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2005-01-01,854
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2006-01-01,733
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2007-01-01,853
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2008-01-01,774
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2009-01-01,903
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2010-01-01,854
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2011-01-01,902
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2012-01-01,789
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2013-01-01,816
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2014-01-01,917
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2015-01-01,966
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2016-01-01,1179
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2017-01-01,1059
Cook Islands,"Dairy products, eggs, honey, edible animal product nes",2018-01-01,1244
Kiribati,Tobacco and manufactured tobacco substitutes,1995-01-01,65
Kiribati,Tobacco and manufactured tobacco substitutes,1996-01-01,73
Kiribati,Tobacco and manufactured tobacco substitutes,1997-01-01,68
Kiribati,Tobacco and manufactured tobacco substitutes,1998-01-01,100
Kiribati,Tobacco and manufactured tobacco substitutes,1999-01-01,75
Kiribati,Tobacco and manufactured tobacco substitutes,2000-01-01,81
Kiribati,Tobacco and manufactured tobacco substitutes,2001-01-01,119
Kiribati,Tobacco and manufactured tobacco substitutes,2002-01-01,122
Kiribati,Tobacco and manufactured tobacco substitutes,2003-01-01,92
Kiribati,Tobacco and manufactured tobacco substitutes,2004-01-01,95
Kiribati,Tobacco and manufactured tobacco substitutes,2005-01-01,137
Kiribati,Tobacco and manufactured tobacco substitutes,2006-01-01,80
Kiribati,Tobacco and manufactured tobacco substitutes,2007-01-01,101
Kiribati,Tobacco and manufactured tobacco substitutes,2008-01-01,81
Kiribati,Tobacco and manufactured tobacco substitutes,2009-01-01,93
Kiribati,Tobacco and manufactured tobacco substitutes,2010-01-01,47
Kiribati,Tobacco and manufactured tobacco substitutes,2011-01-01,168
Kiribati,Tobacco and manufactured tobacco substitutes,2012-01-01,98
Kiribati,Tobacco and manufactured tobacco substitutes,2013-01-01,70
Kiribati,Tobacco and manufactured tobacco substitutes,2014-01-01,56
Kiribati,Tobacco and manufactured tobacco substitutes,2015-01-01,65
Kiribati,Tobacco and manufactured tobacco substitutes,2016-01-01,49
Kiribati,Tobacco and manufactured tobacco substitutes,2017-01-01,46
Kiribati,Tobacco and manufactured tobacco substitutes,2018-01-01,42
Palau,Meat and edible meat offal,2001-01-01,21
Palau,Meat and edible meat offal,2003-01-01,13
Palau,Meat and edible meat offal,2016-01-01,4
Palau,Meat and edible meat offal,2017-01-01,1
Palau,Meat and edible meat offal,2018-01-01,3
Federated State of Micronesia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1995-01-01,1
Federated State of Micronesia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1999-01-01,0
Federated State of Micronesia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2002-01-01,0
Federated State of Micronesia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003-01-01,22
Federated State of Micronesia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008-01-01,0
Federated State of Micronesia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2012-01-01,4
Federated State of Micronesia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017-01-01,0
Federated State of Micronesia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018-01-01,0
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1995-01-01,32
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1996-01-01,100
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1997-01-01,39
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1998-01-01,37
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1999-01-01,51
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2000-01-01,18
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2001-01-01,10
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2002-01-01,22
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2003-01-01,63
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2004-01-01,64
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2005-01-01,79
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2006-01-01,112
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2007-01-01,51
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2008-01-01,73
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2009-01-01,127
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2010-01-01,78
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2011-01-01,143
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2012-01-01,181
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2013-01-01,378
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2014-01-01,303
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2015-01-01,276
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2016-01-01,310
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2017-01-01,274
Solomon Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2018-01-01,334
Wallis and Futuna Islands,"Beverages, spirits and vinegar",1995-01-01,494
Wallis and Futuna Islands,"Beverages, spirits and vinegar",1996-01-01,539
Wallis and Futuna Islands,"Beverages, spirits and vinegar",1997-01-01,310
Wallis and Futuna Islands,"Beverages, spirits and vinegar",1998-01-01,217
Wallis and Futuna Islands,"Beverages, spirits and vinegar",1999-01-01,314
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2000-01-01,492
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2001-01-01,670
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2002-01-01,728
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2003-01-01,1431
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2004-01-01,853
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2005-01-01,684
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2006-01-01,624
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2007-01-01,109
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2008-01-01,66
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2009-01-01,88
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2010-01-01,80
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2011-01-01,42
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2012-01-01,58
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2013-01-01,59
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2014-01-01,52
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2015-01-01,46
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2016-01-01,60
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2017-01-01,89
Wallis and Futuna Islands,"Beverages, spirits and vinegar",2018-01-01,90
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1995-01-01,8
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1996-01-01,19
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1997-01-01,76
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1998-01-01,37
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1999-01-01,41
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2000-01-01,18
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2001-01-01,472
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2002-01-01,594
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003-01-01,167
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2004-01-01,152
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005-01-01,70
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2006-01-01,87
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2007-01-01,88
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008-01-01,160
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2009-01-01,438
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2010-01-01,382
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2011-01-01,153
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2012-01-01,386
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2013-01-01,131
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2014-01-01,53
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015-01-01,178
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016-01-01,334
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017-01-01,88
Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018-01-01,93
Niue,Sugars and sugar confectionery,1995-01-01,36
Niue,Sugars and sugar confectionery,1996-01-01,26
Niue,Sugars and sugar confectionery,1997-01-01,21
Niue,Sugars and sugar confectionery,1998-01-01,48
Niue,Sugars and sugar confectionery,1999-01-01,44
Niue,Sugars and sugar confectionery,2000-01-01,67
Niue,Sugars and sugar confectionery,2001-01-01,64
Niue,Sugars and sugar confectionery,2002-01-01,62
Niue,Sugars and sugar confectionery,2003-01-01,15
Niue,Sugars and sugar confectionery,2004-01-01,63
Niue,Sugars and sugar confectionery,2005-01-01,72
Niue,Sugars and sugar confectionery,2006-01-01,66
Niue,Sugars and sugar confectionery,2007-01-01,13
Niue,Sugars and sugar confectionery,2008-01-01,22
Niue,Sugars and sugar confectionery,2009-01-01,20
Niue,Sugars and sugar confectionery,2010-01-01,6
Niue,Sugars and sugar confectionery,2011-01-01,7
Niue,Sugars and sugar confectionery,2012-01-01,9
Niue,Sugars and sugar confectionery,2013-01-01,8
Niue,Sugars and sugar confectionery,2014-01-01,10
Niue,Sugars and sugar confectionery,2015-01-01,11
Niue,Sugars and sugar confectionery,2016-01-01,11
Niue,Sugars and sugar confectionery,2017-01-01,12
Niue,Sugars and sugar confectionery,2018-01-01,18
Niue,Meat and edible meat offal,1995-01-01,123
Niue,Meat and edible meat offal,1996-01-01,117
Niue,Meat and edible meat offal,1997-01-01,100
Niue,Meat and edible meat offal,1998-01-01,96
Niue,Meat and edible meat offal,1999-01-01,102
Niue,Meat and edible meat offal,2000-01-01,95
Niue,Meat and edible meat offal,2001-01-01,93
Niue,Meat and edible meat offal,2002-01-01,95
Niue,Meat and edible meat offal,2003-01-01,99
Niue,Meat and edible meat offal,2004-01-01,103
Niue,Meat and edible meat offal,2005-01-01,107
Niue,Meat and edible meat offal,2006-01-01,125
Niue,Meat and edible meat offal,2007-01-01,114
Niue,Meat and edible meat offal,2008-01-01,110
Niue,Meat and edible meat offal,2009-01-01,77
Niue,Meat and edible meat offal,2010-01-01,64
Niue,Meat and edible meat offal,2011-01-01,53
Niue,Meat and edible meat offal,2012-01-01,78
Niue,Meat and edible meat offal,2013-01-01,91
Niue,Meat and edible meat offal,2014-01-01,73
Niue,Meat and edible meat offal,2015-01-01,83
Niue,Meat and edible meat offal,2016-01-01,73
Niue,Meat and edible meat offal,2017-01-01,77
Niue,Meat and edible meat offal,2018-01-01,89
Palau,Sugars and sugar confectionery,1995-01-01,20
Palau,Sugars and sugar confectionery,1996-01-01,41
Palau,Sugars and sugar confectionery,1997-01-01,63
Palau,Sugars and sugar confectionery,2004-01-01,3
Palau,Sugars and sugar confectionery,2005-01-01,21
Palau,Sugars and sugar confectionery,2007-01-01,21
Palau,Sugars and sugar confectionery,2011-01-01,59
Palau,Sugars and sugar confectionery,2013-01-01,21
Palau,Sugars and sugar confectionery,2016-01-01,1
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",1995-01-01,52
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",1996-01-01,134
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",1997-01-01,189
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",1998-01-01,181
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",1999-01-01,174
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2000-01-01,174
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2001-01-01,233
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2002-01-01,238
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2003-01-01,297
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2004-01-01,219
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2005-01-01,215
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2006-01-01,235
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2007-01-01,207
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2008-01-01,202
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2009-01-01,166
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2010-01-01,214
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2011-01-01,151
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2012-01-01,154
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2013-01-01,117
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2014-01-01,124
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2015-01-01,121
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2016-01-01,163
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2017-01-01,155
Wallis and Futuna Islands,"Vegetable, fruit, nut, etc food preparations",2018-01-01,94
Fiji,Miscellaneous edible preparations,1995-01-01,929
Fiji,Miscellaneous edible preparations,1996-01-01,1046
Fiji,Miscellaneous edible preparations,1997-01-01,1777
Fiji,Miscellaneous edible preparations,1998-01-01,1094
Fiji,Miscellaneous edible preparations,1999-01-01,1554
Fiji,Miscellaneous edible preparations,2000-01-01,1087
Fiji,Miscellaneous edible preparations,2001-01-01,1675
Fiji,Miscellaneous edible preparations,2002-01-01,1866
Fiji,Miscellaneous edible preparations,2003-01-01,2204
Fiji,Miscellaneous edible preparations,2004-01-01,3294
Fiji,Miscellaneous edible preparations,2005-01-01,3029
Fiji,Miscellaneous edible preparations,2006-01-01,3360
Fiji,Miscellaneous edible preparations,2007-01-01,2189
Fiji,Miscellaneous edible preparations,2008-01-01,1710
Fiji,Miscellaneous edible preparations,2009-01-01,2175
Fiji,Miscellaneous edible preparations,2010-01-01,1771
Fiji,Miscellaneous edible preparations,2011-01-01,1279
Fiji,Miscellaneous edible preparations,2012-01-01,1433
Fiji,Miscellaneous edible preparations,2013-01-01,1639
Fiji,Miscellaneous edible preparations,2014-01-01,1770
Fiji,Miscellaneous edible preparations,2015-01-01,1590
Fiji,Miscellaneous edible preparations,2016-01-01,2145
Fiji,Miscellaneous edible preparations,2017-01-01,1809
Fiji,Miscellaneous edible preparations,2018-01-01,2162
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",1995-01-01,41
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",1996-01-01,52
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",1997-01-01,69
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",1998-01-01,116
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",1999-01-01,100
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2000-01-01,86
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2001-01-01,91
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2002-01-01,72
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2003-01-01,103
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2004-01-01,96
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2005-01-01,133
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2006-01-01,172
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2007-01-01,134
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2008-01-01,110
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2009-01-01,86
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2010-01-01,65
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2011-01-01,82
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2012-01-01,57
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2013-01-01,61
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2014-01-01,60
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2015-01-01,67
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2016-01-01,51
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2017-01-01,57
Kiribati,"Edible fruit, nuts, peel of citrus fruit, melons",2018-01-01,92
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1995-01-01,73
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1996-01-01,61
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1997-01-01,8
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1998-01-01,26
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1999-01-01,56
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2000-01-01,247
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2001-01-01,214
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002-01-01,756
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2003-01-01,541
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2004-01-01,1813
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2005-01-01,1702
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2006-01-01,2415
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2007-01-01,1836
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2008-01-01,500
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2009-01-01,64
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2010-01-01,29
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2011-01-01,57
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2012-01-01,189
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2013-01-01,116
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2014-01-01,159
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2015-01-01,155
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2016-01-01,91
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2017-01-01,11
New Caledonia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2018-01-01,41
Marshall Islands,"Cereal, flour, starch, milk preparations and products",1995-01-01,13
Marshall Islands,"Cereal, flour, starch, milk preparations and products",1996-01-01,11
Marshall Islands,"Cereal, flour, starch, milk preparations and products",1997-01-01,25
Marshall Islands,"Cereal, flour, starch, milk preparations and products",1998-01-01,21
Marshall Islands,"Cereal, flour, starch, milk preparations and products",1999-01-01,16
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2000-01-01,2
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2001-01-01,4
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2002-01-01,2
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2003-01-01,21
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2004-01-01,3
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2005-01-01,5
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2006-01-01,4
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2007-01-01,10
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2008-01-01,1
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2009-01-01,2
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2010-01-01,1
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2012-01-01,0
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2013-01-01,0
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2015-01-01,2
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2016-01-01,23
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2017-01-01,44
Marshall Islands,"Cereal, flour, starch, milk preparations and products",2018-01-01,46
French Polynesia,Tobacco and manufactured tobacco substitutes,1995-01-01,76
French Polynesia,Tobacco and manufactured tobacco substitutes,1996-01-01,77
French Polynesia,Tobacco and manufactured tobacco substitutes,1997-01-01,101
French Polynesia,Tobacco and manufactured tobacco substitutes,1998-01-01,108
French Polynesia,Tobacco and manufactured tobacco substitutes,1999-01-01,105
French Polynesia,Tobacco and manufactured tobacco substitutes,2000-01-01,121
French Polynesia,Tobacco and manufactured tobacco substitutes,2001-01-01,124
French Polynesia,Tobacco and manufactured tobacco substitutes,2002-01-01,144
French Polynesia,Tobacco and manufactured tobacco substitutes,2003-01-01,97
French Polynesia,Tobacco and manufactured tobacco substitutes,2004-01-01,108
French Polynesia,Tobacco and manufactured tobacco substitutes,2005-01-01,138
French Polynesia,Tobacco and manufactured tobacco substitutes,2006-01-01,148
French Polynesia,Tobacco and manufactured tobacco substitutes,2007-01-01,132
French Polynesia,Tobacco and manufactured tobacco substitutes,2008-01-01,129
French Polynesia,Tobacco and manufactured tobacco substitutes,2009-01-01,123
French Polynesia,Tobacco and manufactured tobacco substitutes,2010-01-01,99
French Polynesia,Tobacco and manufactured tobacco substitutes,2011-01-01,80
French Polynesia,Tobacco and manufactured tobacco substitutes,2012-01-01,69
French Polynesia,Tobacco and manufactured tobacco substitutes,2013-01-01,70
