DATAFLOW,FREQ: Frequency,INDICATOR: Indicator,IMPORTER: Importer,EXPORTER: Exporter,COMMODITY: Commodity,TIME_PERIOD: Time,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2006,3751,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2007,3963,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2008,3486,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2009,3754,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2010,4705,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2011,3587,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2012,3846,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2013,4464,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2014,4821,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2015,4971,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2016,5933,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2017,5747,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,WS: Samoa,AU_NZ: Australia and New Zealand,"04: Dairy products, eggs, honey, edible animal product nes",2018,7528,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",1995,197,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",1996,121,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",1997,96,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",1998,148,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",1999,242,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2000,114,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2001,77,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2002,81,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2003,72,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2004,163,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2005,162,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2006,114,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2007,128,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2008,121,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2009,122,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2010,110,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2011,213,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2012,165,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2013,127,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2014,188,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2015,154,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2016,143,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2017,43,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,KI: Kiribati,AU_NZ: Australia and New Zealand,"19: Cereal, flour, starch, milk preparations and products",2018,67,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,1995,5306,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,1996,6373,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,1997,6733,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,1998,7798,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,1999,6970,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2000,7240,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2001,8426,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2002,9440,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2003,8961,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2004,9540,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2005,8980,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2006,7850,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2007,8375,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2008,8183,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2009,8559,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2010,6795,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2011,6954,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2012,6929,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2013,6670,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2014,6156,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2015,5079,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2016,4850,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2017,4404,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PF: French Polynesia,AU_NZ: Australia and New Zealand,02: Meat and edible meat offal,2018,5032,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",1995,337,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",1996,344,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",1997,327,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",1998,376,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",1999,707,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2000,688,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2001,635,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2002,626,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2003,713,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2004,916,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2005,1143,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2006,1002,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2007,1107,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2008,901,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2009,935,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2010,716,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2011,728,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2012,731,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2013,656,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2014,680,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2015,587,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2016,778,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2017,835,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,CK: Cook Islands,AU_NZ: Australia and New Zealand,"20: Vegetable, fruit, nut, etc food preparations",2018,815,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2003,16,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2012,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2016,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2017,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PW: Palau,AU_NZ: Australia and New Zealand,07: Edible vegetables and certain roots and tubers,2018,4,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,1995,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,1996,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,1997,0,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,1998,6,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,1999,5,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2000,6,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2001,5,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2002,6,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2003,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2004,6,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2005,6,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2006,7,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2007,7,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2008,11,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2009,5,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2010,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2011,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2012,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2013,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2014,4,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2015,1,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2016,2,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2017,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,NU: Niue,AU_NZ: Australia and New Zealand,18: Cocoa and cocoa preparations,2018,3,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",1995,7690,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",1996,6675,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",1997,3760,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",1998,6300,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",1999,4314,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2000,4775,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2001,6211,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2002,7570,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2003,5779,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2004,5723,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2005,5171,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2006,4337,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2007,4997,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2008,2889,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2009,2988,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2010,4900,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2011,5737,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2012,12202,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2013,4832,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2014,4359,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2015,2332,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2016,2324,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2017,2433,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,PG: Papua New Guinea,AU_NZ: Australia and New Zealand,"15: Animal,vegetable fats and oils, cleavage products, et",2018,2925,TON: tonnes,,,,
SPC:DF_TRADE_FOOD(1.0),A: Annual,Q: Quantity,TV: Tuvalu,AU_NZ: Australia and New Zealand,"11: Milling products, malt, starches, inulin, wheat glute",1995,345,TON: tonnes,,,,
